etudiant_id,niveau,filiere,moy_semestre_prec,note_cc1,note_cc2,note_cc3,taux_absence,nb_echecs_anterieurs,evolution_notes,participation,a_risque
ETU00298,M1,Médecine,13.14,18.18,20.0,20.0,38.03,4,1.82,1.62,0
ETU00299,M1,Médecine,7.95,9.54,10.71,9.32,33.27,4,-0.21,6.95,1
ETU00300,M2,Informatique,8.64,16.41,14.98,13.59,15.87,1,-2.82,8.49,0
ETU00301,M2,Gestion,14.58,15.48,15.24,12.4,2.26,1,-3.09,8.38,0
ETU00302,M1,Informatique,15.42,14.35,14.36,9.98,20.7,0,-4.37,6.27,0
ETU00303,L1,Droit,13.79,17.89,16.66,16.76,15.06,1,-1.13,2.27,0
ETU00304,M1,Gestion,18.39,10.71,9.46,13.24,4.92,2,2.53,3.16,0
ETU00305,L2,Gestion,12.42,10.46,12.92,15.91,4.23,4,5.46,7.55,0
ETU00306,L1,Ingénierie,9.9,7.25,5.99,4.82,6.12,4,-2.43,4.11,0
ETU00307,L1,Gestion,12.2,8.86,10.68,11.2,8.23,4,2.34,7.32,0
ETU00308,L3,Ingénierie,10.68,17.32,16.86,14.97,30.15,2,-2.35,3.09,0
ETU00309,M2,Droit,8.92,11.64,11.8,10.13,15.27,3,-1.51,0.06,0
ETU00310,L1,Informatique,6.6,9.78,10.82,9.33,17.48,3,-0.45,6.03,0
ETU00311,L1,Informatique,10.58,8.03,7.33,7.29,23.94,1,-0.74,6.01,0
ETU00312,L1,Médecine,15.25,11.79,12.84,12.87,38.41,2,1.08,6.28,0
ETU00313,L1,Ingénierie,6.24,15.03,12.16,12.84,30.26,2,-2.19,2.68,1
ETU00314,L3,Ingénierie,11.71,9.01,9.87,11.17,25.83,1,2.15,8.11,0
ETU00315,M2,Informatique,14.37,15.61,12.11,11.9,29.75,2,-3.71,4.87,0
ETU00316,L1,Ingénierie,13.94,13.82,13.68,14.03,28.77,2,0.21,7.62,0
ETU00317,M2,Gestion,16.1,16.03,17.51,16.17,27.61,0,0.14,6.11,0
ETU00318,M2,Droit,16.54,8.51,9.65,7.93,19.86,3,-0.58,4.16,0
ETU00319,L1,Informatique,15.25,13.83,12.09,10.14,22.67,4,-3.7,6.8,0
ETU00320,L3,Gestion,7.34,7.15,5.6,6.87,18.46,3,-0.28,5.75,0
ETU00321,M2,Gestion,12.18,10.09,9.26,9.05,15.8,4,-1.04,5.11,0
ETU00322,M1,Ingénierie,13.84,15.14,15.62,13.11,10.83,2,-2.03,6.49,0
ETU00323,L1,Gestion,9.19,13.84,11.0,11.2,14.21,0,-2.64,0.86,0
ETU00324,L1,Gestion,6.55,7.63,7.81,6.24,17.14,1,-1.39,9.1,0
ETU00325,L3,Gestion,8.91,17.02,17.68,20.0,23.18,4,2.98,3.35,0
ETU00326,M2,Gestion,11.91,5.75,5.52,4.95,20.0,0,-0.79,2.25,0
ETU00327,M2,Droit,11.38,13.33,14.32,15.64,4.32,2,2.31,7.72,0
ETU00328,L3,Gestion,8.3,18.77,19.31,20.0,13.6,0,1.23,2.31,0
ETU00329,L3,Gestion,16.72,12.44,11.83,10.7,15.05,1,-1.74,9.96,0
ETU00330,L3,Droit,18.03,16.21,13.51,13.92,28.28,0,-2.29,4.2,0
ETU00331,L3,Médecine,8.62,13.33,13.73,14.86,13.32,0,1.53,2.97,0
ETU00332,M1,Informatique,18.08,15.96,14.73,15.21,0.32,0,-0.76,0.62,0
ETU00333,L2,Gestion,6.23,14.18,13.51,14.35,3.37,2,0.17,0.42,0
ETU00334,L3,Droit,18.02,14.68,15.59,13.9,19.88,3,-0.78,0.95,0
ETU00335,M1,Ingénierie,18.38,8.19,10.52,11.65,7.54,1,3.46,0.05,0
ETU00336,L3,Ingénierie,6.16,15.39,15.53,15.1,19.78,4,-0.29,3.27,0
ETU00337,M2,Ingénierie,15.92,8.33,9.36,10.19,22.97,1,1.86,3.1,0
ETU00338,M1,Droit,18.61,18.73,16.76,18.44,37.34,3,-0.29,4.3,0
ETU00339,M1,Informatique,17.78,8.19,8.76,10.06,26.22,2,1.87,2.33,0
ETU00340,M2,Ingénierie,18.62,8.31,8.42,9.25,1.24,3,0.93,0.63,0
ETU00341,L3,Médecine,13.15,17.02,19.07,20.0,15.23,4,2.98,0.71,0
ETU00342,L2,Ingénierie,7.02,8.4,7.79,9.12,31.74,4,0.72,1.82,0
ETU00343,L3,Ingénierie,17.05,10.05,9.89,12.43,10.42,2,2.38,3.17,0
ETU00344,M2,Médecine,13.98,15.0,16.79,17.04,37.0,4,2.04,1.48,0
ETU00345,M2,Droit,13.99,7.22,7.28,7.83,21.16,3,0.61,3.65,0
ETU00346,L2,Médecine,11.42,7.23,5.76,7.46,3.7,1,0.23,9.22,0
ETU00347,L3,Médecine,13.43,11.81,15.84,15.4,9.67,4,3.59,2.62,0
ETU00348,L2,Ingénierie,8.0,8.41,6.99,5.29,36.25,0,-3.12,1.68,1
ETU00349,L1,Gestion,15.62,8.3,8.4,9.44,39.66,2,1.14,6.65,1
ETU00350,L2,Droit,6.98,5.13,5.85,5.84,34.52,0,0.71,4.91,1
ETU00351,L1,Droit,15.49,10.19,10.79,9.28,12.83,3,-0.91,0.47,0
ETU00352,L2,Gestion,17.04,9.46,9.37,10.42,30.75,4,0.97,7.88,0
ETU00353,L1,Droit,12.14,5.44,5.36,7.81,8.89,4,2.37,7.15,0
ETU00354,L2,Ingénierie,12.63,13.7,13.54,11.4,15.38,0,-2.3,9.77,0
ETU00355,M1,Informatique,10.06,13.77,12.3,14.13,27.89,1,0.36,9.38,0
ETU00356,M2,Droit,18.6,5.99,9.42,5.91,38.76,1,-0.08,5.84,1
ETU00357,M2,Médecine,15.53,9.44,9.31,9.01,17.57,0,-0.43,6.86,0
ETU00358,L3,Ingénierie,10.8,17.22,18.31,20.0,19.83,2,2.78,4.1,0
ETU00359,L3,Gestion,8.27,13.15,12.85,12.66,8.81,0,-0.49,8.88,0
ETU00360,M2,Gestion,8.85,10.77,10.44,10.87,16.13,3,0.1,5.53,0
ETU00361,L3,Informatique,12.03,11.51,11.03,12.47,2.52,2,0.96,3.26,0
ETU00362,L1,Gestion,18.25,7.92,5.79,3.52,34.34,2,-4.4,0.09,0
ETU00363,M2,Ingénierie,15.54,16.37,16.33,16.73,0.93,4,0.37,5.86,0
ETU00364,M1,Médecine,8.8,17.8,17.39,17.78,27.34,3,-0.01,5.25,0
ETU00365,M1,Droit,17.17,17.75,19.71,20.0,10.93,1,2.25,8.12,0
ETU00366,L1,Médecine,10.92,8.14,6.54,4.99,19.04,2,-3.15,1.87,0
ETU00367,L3,Ingénierie,17.07,9.35,8.68,8.41,11.26,4,-0.94,8.15,0
ETU00368,L3,Droit,9.14,7.25,6.1,5.01,16.0,4,-2.24,0.15,0
ETU00369,M2,Gestion,14.04,9.3,11.66,10.41,21.87,3,1.11,5.87,0
ETU00370,L2,Ingénierie,18.05,9.66,8.56,10.55,25.64,0,0.89,3.97,0
ETU00371,L2,Ingénierie,9.35,13.86,14.91,15.25,37.61,2,1.38,3.32,1
ETU00372,M1,Droit,15.01,7.66,9.31,8.78,13.29,4,1.12,4.33,0
ETU00373,L1,Informatique,18.84,17.87,17.85,17.38,23.39,0,-0.5,2.24,0
ETU00374,M1,Informatique,7.96,6.44,4.58,4.03,36.07,2,-2.41,1.83,1
ETU00375,L1,Informatique,7.15,5.1,3.25,2.84,11.61,2,-2.26,8.05,0
ETU00376,L2,Médecine,14.76,16.97,18.46,16.86,34.6,1,-0.11,2.28,0
ETU00377,L3,Informatique,10.42,14.85,13.16,13.07,38.3,1,-1.78,7.37,1
ETU00378,L1,Informatique,6.93,9.98,10.76,10.52,33.9,4,0.55,7.11,1
ETU00379,L1,Médecine,12.18,13.34,13.71,12.87,22.79,2,-0.47,0.33,0
ETU00380,L3,Droit,15.8,8.13,8.9,9.43,28.88,4,1.3,8.81,0
ETU00381,M1,Droit,9.71,7.36,8.26,8.92,19.24,2,1.57,7.89,0
ETU00382,L2,Informatique,10.36,11.6,10.4,9.86,23.89,4,-1.74,7.96,0
ETU00383,L2,Gestion,16.99,9.94,8.68,8.77,38.98,3,-1.18,8.09,1
ETU00384,M1,Gestion,12.76,13.61,14.89,18.42,10.04,4,4.81,5.83,0
ETU00385,M2,Médecine,16.96,8.05,7.31,10.79,31.7,1,2.74,9.93,0
ETU00386,L3,Ingénierie,11.8,14.28,10.36,9.07,20.25,1,-5.21,1.79,0
ETU00387,L3,Ingénierie,18.39,15.74,16.91,15.84,7.07,0,0.1,0.72,0
ETU00388,M2,Informatique,14.46,7.33,5.98,4.69,25.74,1,-2.64,7.04,0
ETU00389,L1,Médecine,7.51,5.61,6.51,8.4,31.7,0,2.79,2.94,1
ETU00390,M2,Médecine,17.51,11.15,13.44,13.15,22.75,0,1.99,6.08,0
ETU00391,L3,Informatique,12.36,15.84,16.06,16.72,33.5,1,0.88,3.92,0
ETU00392,L2,Médecine,7.84,14.11,15.8,19.1,14.63,4,4.99,3.34,0
ETU00393,M1,Droit,7.98,14.83,15.26,15.54,36.55,1,0.71,8.93,1
ETU00394,M2,Informatique,14.94,10.64,13.22,14.58,25.93,4,3.94,1.42,0
ETU00395,M2,Médecine,6.62,8.29,6.9,7.98,32.13,4,-0.31,1.89,1
ETU00396,M1,Ingénierie,9.73,12.44,12.63,12.05,10.92,4,-0.39,6.68,0
ETU00397,L3,Droit,7.82,7.86,9.07,10.96,17.85,2,3.1,7.83,0
ETU00398,L1,Gestion,11.73,15.17,15.08,14.11,36.38,4,-1.06,8.32,1
ETU00399,L1,Droit,11.39,7.76,9.69,12.0,2.04,2,4.24,2.31,0
ETU00400,M2,Droit,12.78,9.08,8.63,8.05,16.16,3,-1.03,8.82,0
ETU00401,L1,Ingénierie,9.64,12.09,15.4,14.98,31.21,4,2.89,6.1,0
ETU00402,L3,Médecine,6.42,11.81,15.2,13.86,29.75,0,2.05,8.23,0
ETU00403,L3,Médecine,13.99,13.41,14.03,12.95,34.06,0,-0.46,0.69,0
ETU00404,M1,Médecine,10.86,11.12,12.15,11.81,29.58,0,0.69,3.57,0
ETU00405,L2,Médecine,14.47,17.87,19.86,16.51,37.88,3,-1.36,5.25,0
ETU00406,M1,Gestion,7.41,16.76,15.18,15.13,19.93,2,-1.63,5.77,0
ETU00407,L3,Informatique,6.18,17.31,15.54,15.08,24.97,1,-2.23,0.99,0
ETU00408,M2,Ingénierie,9.23,13.81,15.9,17.38,33.91,3,3.57,5.39,0
ETU00409,L1,Droit,11.94,13.89,14.5,15.44,28.07,0,1.55,6.65,0
ETU00410,M1,Ingénierie,11.12,13.53,13.39,12.63,4.08,0,-0.9,3.62,0
ETU00411,M1,Médecine,16.53,11.09,11.31,10.92,14.68,2,-0.17,5.01,0
ETU00412,M2,Droit,10.91,9.51,6.13,6.08,22.1,4,-3.43,2.93,0
ETU00413,L3,Médecine,12.9,13.29,13.2,15.73,30.19,3,2.44,8.71,0
ETU00414,L2,Médecine,13.72,5.36,4.43,3.49,21.74,3,-1.86,5.99,0
ETU00415,L3,Ingénierie,6.28,5.1,6.68,5.9,31.1,3,0.8,5.51,0
ETU00416,M2,Gestion,12.7,16.92,18.62,17.22,33.5,1,0.3,9.44,0
ETU00417,L1,Gestion,10.48,5.65,6.71,4.79,10.61,2,-0.86,6.65,0
ETU00418,M1,Gestion,11.48,12.35,13.14,13.9,24.64,4,1.55,2.8,0
ETU00419,L2,Informatique,7.3,13.61,11.56,12.17,22.28,3,-1.44,6.42,0
ETU00420,M1,Droit,16.18,7.77,8.86,11.08,9.09,2,3.31,9.62,0
ETU00421,L3,Droit,18.25,17.54,18.68,20.0,19.6,0,2.46,0.24,0
ETU00422,M2,Informatique,6.29,7.66,9.73,13.62,21.94,3,5.96,6.27,0
ETU00423,L1,Ingénierie,13.82,17.38,20.0,20.0,32.69,1,2.62,1.57,0
ETU00424,L1,Médecine,15.93,15.68,13.34,13.25,18.44,1,-2.43,8.16,0
ETU00425,M2,Gestion,9.7,8.37,7.99,6.34,3.24,3,-2.03,6.41,0
ETU00426,L2,Informatique,16.24,7.11,6.2,7.54,19.49,1,0.43,9.37,0
ETU00427,L1,Médecine,14.22,9.43,9.89,10.36,33.52,2,0.94,6.7,0
ETU00428,M2,Informatique,18.08,10.57,10.79,12.07,22.85,0,1.5,0.17,0
ETU00429,L3,Informatique,18.75,8.44,8.29,6.88,12.75,0,-1.56,5.1,0
ETU00430,M2,Droit,6.55,18.98,20.0,20.0,36.84,2,1.02,9.04,1
ETU00431,L3,Ingénierie,11.78,8.22,6.76,7.37,6.23,4,-0.84,2.32,0
ETU00432,M1,Informatique,13.11,16.63,15.27,15.78,13.08,3,-0.85,0.83,0
ETU00433,L3,Droit,7.91,7.23,5.89,5.17,17.49,2,-2.06,7.2,0
ETU00434,L3,Droit,10.37,18.72,18.38,20.0,29.52,4,1.28,5.03,0
ETU00435,L3,Gestion,18.84,8.16,6.51,9.89,33.43,1,1.73,0.48,0
ETU00436,L2,Droit,6.21,10.9,11.03,9.67,2.34,4,-1.24,2.8,0
ETU00437,M1,Médecine,11.88,12.82,12.77,14.15,31.68,2,1.33,3.27,0
ETU00438,L3,Informatique,16.95,6.68,5.7,1.69,28.82,0,-5.0,6.68,0
ETU00439,L1,Ingénierie,10.21,16.44,17.95,19.25,35.79,0,2.81,4.72,0
ETU00440,L2,Gestion,12.24,8.85,8.96,6.45,36.02,4,-2.39,4.87,1
ETU00441,L3,Gestion,18.71,12.69,14.48,14.0,31.1,3,1.31,8.07,0
ETU00442,M2,Informatique,12.17,12.69,12.6,10.93,7.61,0,-1.76,2.78,0
ETU00443,L3,Droit,7.7,13.44,13.6,13.58,12.55,4,0.14,6.73,0
ETU00444,L3,Droit,6.67,5.78,5.13,6.69,37.45,0,0.91,3.68,0
ETU00445,L1,Informatique,18.29,7.36,7.55,5.06,23.93,1,-2.3,4.18,0
ETU00446,L2,Gestion,9.46,7.26,8.53,8.29,21.55,3,1.03,5.56,0
ETU00447,L2,Médecine,12.55,9.23,8.81,8.34,36.63,0,-0.89,6.96,0
ETU00448,L3,Médecine,7.18,7.03,8.01,10.68,34.97,4,3.65,9.45,1
ETU00449,M2,Gestion,11.51,17.91,16.89,17.84,29.1,3,-0.07,2.69,0
ETU00450,M2,Médecine,18.09,12.18,13.52,12.05,35.29,4,-0.13,1.04,0
ETU00451,L2,Médecine,12.53,13.73,13.06,12.65,4.55,4,-1.08,4.29,0
ETU00452,M1,Gestion,18.62,10.0,11.48,14.12,30.3,4,4.11,5.47,0
ETU00453,M2,Informatique,9.36,8.87,9.16,10.53,38.63,1,1.66,2.28,1
ETU00454,L2,Informatique,12.56,12.04,14.53,13.45,1.96,1,1.4,8.9,0
ETU00455,L3,Ingénierie,17.17,9.12,7.59,7.49,8.92,1,-1.63,7.99,0
ETU00456,L3,Gestion,11.83,9.81,7.8,7.74,31.76,0,-2.07,4.94,0
ETU00457,L1,Ingénierie,9.63,11.34,10.61,10.11,20.8,3,-1.23,4.5,0
ETU00458,L3,Gestion,17.12,12.08,10.2,7.94,3.46,0,-4.14,0.41,0
ETU00459,L1,Médecine,11.07,18.78,16.91,16.19,10.72,2,-2.59,5.37,0
ETU00460,L2,Gestion,12.9,8.13,9.26,11.64,12.96,2,3.52,5.96,0
ETU00461,L1,Médecine,18.69,11.83,12.03,11.75,12.84,2,-0.08,8.92,0
ETU00462,M1,Ingénierie,8.42,7.09,6.57,6.72,35.11,2,-0.37,5.01,1
ETU00463,M2,Médecine,9.92,9.9,9.52,10.03,26.48,1,0.13,1.57,0
ETU00464,L2,Informatique,6.4,15.04,14.35,17.97,29.4,0,2.93,1.8,0
ETU00465,L1,Droit,11.09,7.44,10.12,10.43,0.54,4,2.99,1.6,0
ETU00466,L3,Gestion,8.6,13.14,12.24,14.18,17.1,2,1.04,9.39,0
ETU00467,L1,Gestion,14.84,10.83,9.05,8.45,12.71,2,-2.38,7.93,0
ETU00468,L3,Ingénierie,8.36,5.72,7.12,7.03,34.08,2,1.3,8.25,1
ETU00469,L3,Ingénierie,14.77,18.06,17.94,18.26,38.15,1,0.2,8.4,0
ETU00470,L3,Ingénierie,9.43,10.79,14.05,13.19,16.93,3,2.4,0.96,0
ETU00471,L3,Ingénierie,10.62,15.97,15.39,15.38,38.92,1,-0.59,7.02,1
ETU00472,L3,Droit,10.54,10.83,12.3,13.93,0.57,2,3.1,7.04,0
ETU00473,L1,Droit,15.32,18.12,19.95,19.05,13.03,4,0.92,2.25,0
ETU00474,M1,Droit,12.06,9.07,8.48,8.78,31.0,1,-0.28,4.91,1
ETU00475,M1,Médecine,10.7,10.77,9.86,11.22,14.4,3,0.45,6.62,0
ETU00476,L1,Informatique,17.08,15.62,16.94,16.0,36.84,3,0.38,8.97,0
ETU00477,L3,Ingénierie,13.44,9.81,10.87,12.82,8.74,0,3.01,1.1,0
ETU00478,L2,Ingénierie,8.78,10.1,8.19,8.59,31.83,3,-1.51,8.92,0
ETU00479,L2,Ingénierie,17.7,18.93,17.43,17.49,8.07,4,-1.44,9.22,0
ETU00480,M1,Droit,10.45,12.78,9.17,6.46,7.88,1,-6.32,9.24,0
ETU00481,L3,Droit,6.51,14.65,15.74,15.48,17.83,4,0.83,0.05,0
ETU00482,M2,Droit,12.43,14.01,13.82,14.67,37.8,0,0.66,2.21,0
ETU00483,L3,Médecine,7.61,16.59,16.55,19.47,23.42,0,2.87,6.91,0
ETU00484,L1,Gestion,9.1,17.07,14.73,15.88,25.4,4,-1.19,3.22,0
ETU00485,M1,Médecine,15.71,12.89,11.44,13.43,0.39,4,0.54,0.61,0
ETU00486,L1,Droit,7.7,9.12,8.61,7.09,2.26,3,-2.03,7.63,0
ETU00487,L2,Gestion,16.49,5.32,4.51,4.62,2.68,3,-0.7,0.29,0
ETU00488,M2,Médecine,18.18,13.6,13.98,16.11,32.79,1,2.51,4.46,0
ETU00489,M2,Gestion,13.88,16.56,17.63,16.6,9.47,2,0.04,9.48,0
ETU00490,L1,Informatique,15.23,11.31,14.91,16.66,13.15,2,5.35,4.4,0
ETU00491,M2,Droit,15.28,7.31,7.48,8.88,24.4,0,1.57,9.12,0
ETU00492,M2,Droit,18.91,9.03,10.91,11.62,23.36,2,2.59,4.09,0
ETU00493,M2,Gestion,10.44,12.14,11.09,10.9,16.42,0,-1.24,3.47,0
ETU00494,M2,Informatique,8.12,16.71,14.4,13.22,0.17,0,-3.49,1.07,0
ETU00495,L1,Droit,12.75,7.4,7.08,10.04,17.98,0,2.63,3.58,0
ETU00496,L1,Médecine,12.93,13.57,11.37,12.62,29.56,0,-0.95,3.37,0
ETU00497,M1,Ingénierie,8.31,15.55,15.77,16.58,9.41,0,1.03,8.47,0
ETU00498,L1,Gestion,13.97,18.1,17.13,16.81,28.33,4,-1.29,9.2,0
ETU00499,L2,Droit,6.18,6.63,3.9,4.26,0.61,4,-2.37,0.22,0
ETU00500,M2,Ingénierie,18.06,17.97,20.0,20.0,36.32,2,2.03,0.98,0
ETU00501,M2,Gestion,9.44,13.42,12.81,13.71,38.0,1,0.29,6.43,1
ETU00502,L2,Droit,6.51,15.73,13.48,14.88,0.1,0,-0.85,4.85,0
ETU00503,L3,Médecine,7.41,5.75,7.3,6.43,18.31,4,0.67,2.97,0
ETU00504,L3,Droit,9.12,12.09,11.19,9.29,16.55,3,-2.79,2.6,0
ETU00505,L2,Ingénierie,9.56,13.72,15.55,15.98,33.68,3,2.26,2.25,1
ETU00506,L2,Gestion,6.43,9.3,8.4,6.07,21.63,2,-3.22,5.25,0
ETU00507,L3,Droit,9.63,11.04,10.43,10.25,24.45,0,-0.8,0.17,0
ETU00508,M1,Droit,8.51,12.76,13.48,13.01,8.1,3,0.25,7.39,0
ETU00509,M2,Médecine,10.92,12.74,13.83,14.86,3.08,2,2.13,3.0,0
ETU00510,M2,Gestion,11.01,5.59,6.94,10.21,27.69,1,4.63,4.27,0
ETU00511,L1,Gestion,10.41,11.15,11.22,8.6,24.83,1,-2.55,5.27,0
ETU00512,M1,Gestion,10.26,7.99,8.99,12.7,33.29,0,4.7,2.11,1
ETU00513,M1,Gestion,7.17,17.83,19.15,19.1,33.79,4,1.27,8.84,0
ETU00514,L1,Informatique,6.33,18.67,19.17,19.99,25.24,0,1.32,6.82,0
ETU00515,M2,Ingénierie,8.63,9.2,9.18,7.36,21.53,4,-1.84,8.7,0
ETU00516,L3,Gestion,15.84,7.45,5.48,7.28,36.56,4,-0.17,4.75,0
ETU00517,M1,Gestion,18.88,8.07,9.17,9.53,32.05,0,1.46,4.32,0
ETU00518,M1,Ingénierie,18.07,11.69,11.95,12.16,35.3,3,0.47,2.37,0
ETU00519,L2,Médecine,12.55,17.24,16.82,14.22,39.83,0,-3.03,5.45,0
ETU00520,L2,Gestion,12.91,12.0,14.12,14.53,16.14,4,2.53,5.93,0
ETU00521,L2,Gestion,10.09,5.78,3.83,5.4,28.68,2,-0.37,4.2,1
ETU00522,M1,Ingénierie,16.06,5.56,8.22,8.17,27.52,0,2.61,1.45,0
ETU00523,M1,Gestion,15.94,8.18,8.35,10.41,6.97,3,2.23,2.73,0
ETU00524,M1,Ingénierie,16.98,16.8,17.48,19.47,25.46,3,2.68,0.14,0
ETU00525,L1,Médecine,17.64,13.7,13.31,12.65,17.12,4,-1.05,3.19,0
ETU00526,L1,Médecine,11.65,12.88,10.58,13.27,18.03,2,0.39,5.81,0
ETU00527,M1,Droit,15.97,9.47,9.46,9.82,7.21,4,0.36,9.56,0
ETU00528,M2,Informatique,16.48,18.01,18.71,19.09,29.79,3,1.08,1.78,0
ETU00529,L2,Ingénierie,10.01,9.64,10.85,11.3,27.92,2,1.66,0.55,0
ETU00530,L3,Droit,18.08,16.69,16.59,17.0,21.29,1,0.31,2.96,0
ETU00531,M2,Informatique,7.23,17.54,14.45,10.81,6.27,1,-6.73,1.57,0
ETU00532,L2,Ingénierie,18.93,11.77,9.65,9.68,22.27,3,-2.09,6.96,0
ETU00533,L3,Gestion,16.01,17.52,20.0,19.05,4.01,3,1.53,0.06,0
ETU00534,L1,Gestion,7.21,8.88,7.44,10.18,13.57,0,1.3,9.81,0
ETU00535,L2,Médecine,14.53,14.22,16.56,19.24,14.89,2,5.02,8.56,0
ETU00536,L2,Gestion,6.44,6.23,5.03,6.61,35.34,0,0.38,4.91,1
ETU00537,M1,Informatique,16.01,11.64,11.56,11.5,16.62,1,-0.13,9.21,0
ETU00538,L2,Gestion,16.39,8.04,9.18,7.97,23.94,3,-0.07,6.28,0
ETU00539,L3,Médecine,13.83,5.88,4.85,4.16,34.99,3,-1.72,9.94,1
ETU00540,L2,Droit,17.14,5.05,7.64,10.85,17.03,0,5.8,2.78,0
ETU00541,L1,Médecine,7.27,9.55,9.86,9.12,35.35,3,-0.42,9.97,0
ETU00542,M1,Informatique,9.59,13.25,14.14,10.91,5.46,0,-2.34,1.8,0
ETU00543,M1,Gestion,11.38,11.37,11.17,13.02,14.59,0,1.64,3.53,0
ETU00544,M1,Gestion,6.55,9.22,10.41,12.96,3.79,4,3.74,9.35,0
ETU00545,L3,Informatique,11.83,18.88,20.0,20.0,22.44,0,1.12,3.71,0
ETU00546,L1,Médecine,9.45,18.15,18.16,20.0,38.29,1,1.85,2.1,0
ETU00547,L3,Gestion,11.11,6.76,9.55,11.66,26.28,0,4.9,0.59,0
ETU00548,M1,Droit,11.53,10.81,10.09,10.47,25.04,2,-0.34,1.49,0
ETU00549,L3,Ingénierie,17.43,14.08,15.43,12.62,11.13,2,-1.47,3.55,0
ETU00550,M1,Gestion,9.51,15.27,16.2,16.54,37.24,4,1.28,4.21,1
ETU00551,L2,Informatique,17.62,10.13,8.73,9.96,18.86,4,-0.17,5.42,0
ETU00552,L3,Ingénierie,11.54,15.45,15.97,16.07,10.68,3,0.62,8.14,0
ETU00553,L2,Gestion,10.26,6.74,6.95,6.98,39.51,2,0.24,0.13,1
ETU00554,M2,Gestion,12.53,9.65,8.57,7.42,16.92,0,-2.23,8.41,0
ETU00555,L1,Médecine,11.43,15.03,15.77,14.56,14.86,4,-0.47,5.77,0
ETU00556,L2,Informatique,9.35,13.76,14.18,17.24,1.4,2,3.48,7.56,0
ETU00557,M1,Gestion,12.53,16.72,16.81,19.92,7.13,1,3.2,7.57,0
ETU00558,L1,Informatique,7.97,5.66,5.75,6.05,32.37,2,0.39,9.03,0
ETU00559,L3,Ingénierie,10.58,7.44,7.51,8.23,19.31,1,0.79,0.93,0
ETU00560,L1,Gestion,13.36,5.68,5.33,4.16,38.19,1,-1.52,5.72,1
ETU00561,L3,Droit,11.37,7.69,8.1,9.36,3.36,2,1.67,9.09,0
ETU00562,L2,Droit,16.71,5.06,4.29,7.23,24.64,3,2.17,7.19,0
ETU00563,L1,Droit,9.34,12.06,16.24,14.25,28.8,0,2.19,0.97,0
ETU00564,L3,Informatique,18.61,12.4,10.48,11.48,24.85,4,-0.92,6.14,0
ETU00565,L2,Gestion,16.2,14.21,13.53,14.64,21.2,0,0.43,8.0,0
ETU00566,L1,Ingénierie,18.58,10.39,9.83,10.92,23.13,0,0.53,2.75,0
ETU00567,L3,Droit,16.9,5.04,8.31,11.07,27.58,3,6.02,6.32,0
ETU00568,L3,Ingénierie,7.85,14.43,12.65,16.01,34.53,0,1.57,8.4,0
ETU00569,M1,Droit,12.84,5.76,6.6,6.55,13.45,3,0.79,5.24,0
ETU00570,M2,Gestion,8.21,17.13,17.7,19.01,18.39,3,1.88,1.94,0
ETU00571,M1,Gestion,16.64,5.32,6.02,6.44,25.44,2,1.13,5.5,0
ETU00572,M1,Médecine,13.59,12.43,14.48,13.83,12.57,2,1.41,5.88,0
ETU00573,M1,Gestion,9.42,17.53,19.55,20.0,7.15,4,2.47,4.03,0
ETU00574,M1,Droit,18.08,13.01,12.54,13.85,38.65,3,0.83,6.8,0
ETU00575,M1,Ingénierie,7.5,13.52,14.01,14.63,7.79,3,1.12,4.33,0
ETU00576,M1,Ingénierie,13.33,14.54,11.95,10.92,9.31,0,-3.62,8.77,0
ETU00577,L3,Gestion,15.37,6.71,7.06,6.67,24.75,2,-0.05,7.92,0
ETU00578,M1,Gestion,6.77,14.45,13.46,13.07,3.09,0,-1.37,8.05,0
ETU00579,M2,Médecine,13.77,17.32,17.25,16.28,1.36,1,-1.04,5.26,0
ETU00580,L3,Médecine,16.61,18.64,16.31,17.08,2.56,3,-1.56,1.96,0
ETU00581,L2,Médecine,6.88,11.2,12.01,12.94,4.93,2,1.73,7.24,0
ETU00582,L3,Informatique,12.66,9.82,7.48,9.25,17.17,4,-0.58,0.69,0
ETU00583,L1,Droit,9.36,15.55,15.97,14.98,33.17,4,-0.56,5.18,0
ETU00584,L2,Informatique,14.62,12.6,10.96,10.39,13.68,0,-2.21,0.53,0
ETU00585,M2,Ingénierie,7.54,8.6,7.53,10.16,17.1,4,1.56,5.28,0
ETU00586,L1,Ingénierie,18.18,7.41,9.34,9.4,24.01,4,1.99,6.86,0
ETU00587,M2,Médecine,17.63,7.38,8.47,8.81,12.09,0,1.43,4.19,0
ETU00588,L3,Gestion,8.42,11.43,13.35,13.39,17.3,1,1.96,4.17,0
ETU00589,L2,Médecine,10.2,7.38,9.92,11.92,15.45,4,4.54,1.23,0
ETU00590,L3,Droit,13.64,5.28,4.32,6.37,13.68,0,1.1,3.02,0
ETU00591,M2,Médecine,15.33,5.73,8.18,10.15,15.54,0,4.42,4.44,0
ETU00592,L1,Gestion,11.75,18.02,16.02,16.36,0.44,2,-1.66,8.64,0
ETU00593,L3,Droit,8.03,6.02,7.34,6.33,35.45,4,0.31,8.98,1
ETU00594,L2,Ingénierie,7.35,6.02,5.48,8.67,39.09,1,2.65,9.54,1
ETU00595,L3,Informatique,19.0,11.32,10.12,11.71,34.5,3,0.39,1.0,0
