etudiant_id,niveau,filiere,moy_semestre_prec,note_cc1,note_cc2,note_cc3,taux_absence_actuel,pente_evolution,nb_matieres_sous_10,ratio_notes_obtenues,moyenne_finale
ETU00285,M1,Informatique,18.87,6.28,7.91,9.24,26.84,2.95,1,0.837,12.17
ETU00286,M2,Ingénierie,18.33,13.65,13.11,14.53,20.79,0.89,2,0.607,12.41
ETU00287,L2,Gestion,9.45,5.37,4.75,5.22,33.13,-0.15,5,0.577,8.22
ETU00288,L1,Droit,11.74,11.95,12.76,11.0,26.73,-0.95,5,0.794,10.09
ETU00289,M1,Informatique,17.63,7.14,7.98,7.73,31.03,0.59,1,0.97,11.33
ETU00290,M1,Médecine,11.28,14.41,14.44,16.81,12.65,2.4,1,0.832,15.09
ETU00291,M2,Droit,18.41,18.0,19.22,20.0,28.38,2.0,3,0.742,16.3
ETU00292,L1,Droit,8.61,6.24,4.51,5.99,34.72,-0.26,4,0.968,6.2
ETU00293,L1,Informatique,15.41,15.89,15.63,20.0,5.72,4.11,0,0.909,14.54
ETU00294,L3,Gestion,13.79,16.63,18.28,19.07,17.89,2.44,2,0.866,15.03
ETU00295,M1,Droit,10.5,7.47,9.11,6.17,30.18,-1.29,0,0.719,7.67
ETU00296,M2,Informatique,15.33,17.92,19.37,18.02,13.88,0.1,1,0.746,15.72
ETU00297,M1,Médecine,6.31,13.69,15.42,16.18,17.79,2.49,3,0.632,11.35
ETU00298,M1,Gestion,9.0,12.49,12.13,12.46,26.17,-0.03,0,0.908,9.84
ETU00299,L2,Médecine,9.4,14.4,12.04,12.08,28.86,-2.32,5,0.642,10.95
ETU00300,L3,Informatique,7.53,9.03,8.85,8.91,6.98,-0.12,0,0.852,8.58
ETU00301,L1,Informatique,6.44,5.36,6.51,5.63,13.69,0.28,4,0.937,5.85
ETU00302,M1,Ingénierie,10.59,11.19,12.59,13.45,13.81,2.26,2,0.776,9.02
ETU00303,L1,Gestion,8.84,15.41,14.82,17.21,5.35,1.8,3,0.578,12.0
ETU00304,L1,Ingénierie,7.73,17.86,16.61,19.51,3.19,1.65,2,0.512,12.46
ETU00305,L1,Médecine,8.05,11.02,9.92,12.77,26.06,1.75,2,0.837,10.31
ETU00306,M2,Droit,16.74,8.69,8.08,6.94,29.82,-1.75,3,0.612,12.26
ETU00307,L1,Médecine,7.23,6.84,4.19,4.46,33.32,-2.38,1,0.52,8.68
ETU00308,L2,Droit,15.42,18.1,17.51,17.34,33.47,-0.76,0,0.672,13.58
ETU00309,M2,Gestion,6.7,8.23,8.51,9.69,34.81,1.46,0,0.791,7.96
ETU00310,L1,Ingénierie,6.53,17.75,17.81,17.98,2.9,0.23,1,0.776,10.71
ETU00311,L3,Informatique,11.75,7.57,7.28,7.24,13.89,-0.33,1,0.584,10.7
ETU00312,L1,Médecine,10.96,5.25,4.42,6.9,2.88,1.65,0,0.802,7.99
ETU00313,L3,Médecine,13.09,8.14,7.48,7.93,23.73,-0.21,0,0.705,11.2
ETU00314,M2,Informatique,15.13,11.9,11.27,11.75,34.03,-0.15,5,0.739,10.83
ETU00315,L2,Médecine,10.03,9.88,11.14,12.06,1.28,2.18,2,0.937,11.57
ETU00316,L3,Ingénierie,8.53,17.71,17.91,19.22,18.42,1.51,2,0.539,13.53
ETU00317,M2,Gestion,16.69,12.63,17.58,18.9,18.66,6.27,5,0.764,13.05
ETU00318,L3,Droit,8.15,6.65,6.35,8.98,5.71,2.33,3,0.587,6.73
ETU00319,M2,Gestion,16.38,13.75,14.61,12.98,29.17,-0.77,0,0.591,13.7
ETU00320,L2,Informatique,13.63,10.45,10.18,10.97,13.82,0.52,4,0.805,11.55
ETU00321,L2,Informatique,9.76,14.51,14.2,14.35,14.72,-0.16,4,0.835,10.73
ETU00322,L1,Informatique,10.09,16.01,18.55,18.4,33.67,2.39,1,0.803,11.59
ETU00323,L2,Médecine,10.82,18.8,20.0,20.0,8.66,1.2,4,0.962,12.65
ETU00324,L1,Médecine,13.68,13.07,10.64,12.89,13.49,-0.19,0,0.897,12.62
ETU00325,L3,Informatique,18.74,10.13,8.8,8.21,26.96,-1.92,5,0.599,11.25
ETU00326,L1,Informatique,10.14,11.07,11.07,13.9,16.8,2.83,3,0.818,11.01
ETU00327,L1,Ingénierie,18.24,10.64,10.06,8.21,21.12,-2.42,1,0.81,12.1
ETU00328,L3,Ingénierie,8.67,11.31,9.25,10.43,16.72,-0.88,5,0.823,8.5
ETU00329,M1,Droit,7.47,5.42,5.79,4.76,9.92,-0.66,3,0.715,8.5
ETU00330,L1,Médecine,12.92,8.46,5.85,5.18,5.7,-3.28,5,0.974,10.74
ETU00331,M1,Gestion,18.69,18.83,19.22,19.61,29.75,0.78,0,0.732,15.23
ETU00332,L3,Informatique,12.3,17.99,19.29,18.99,9.63,1.0,1,0.895,13.08
ETU00333,L1,Ingénierie,16.4,5.68,7.19,3.19,34.91,-2.49,2,0.741,10.93
ETU00334,L3,Gestion,12.14,18.71,18.7,19.91,0.35,1.2,1,0.894,12.76
ETU00335,M2,Gestion,17.05,16.09,18.55,20.0,30.87,3.91,3,0.698,17.09
ETU00336,L3,Droit,16.57,5.04,5.74,5.79,33.16,0.76,2,0.5,10.54
ETU00337,M2,Médecine,14.92,17.79,19.26,19.2,2.05,1.41,5,0.75,14.54
ETU00338,M2,Informatique,14.0,18.45,17.54,17.28,21.97,-1.16,1,0.774,14.0
ETU00339,L2,Droit,12.74,13.8,16.29,14.02,27.39,0.22,1,0.558,13.91
ETU00340,L1,Droit,18.44,16.04,16.23,13.81,21.54,-2.23,5,0.833,12.14
ETU00341,M1,Médecine,13.25,9.66,12.22,13.73,30.8,4.07,4,0.927,12.65
ETU00342,L3,Ingénierie,10.38,13.01,15.25,17.15,4.64,4.13,0,0.934,13.85
ETU00343,L2,Médecine,17.47,15.24,15.83,17.02,33.21,1.78,5,0.688,14.03
ETU00344,L1,Médecine,14.58,12.86,13.67,14.54,19.27,1.68,1,0.705,12.93
ETU00345,L1,Ingénierie,13.26,9.26,9.19,10.67,12.05,1.4,4,0.929,11.21
ETU00346,M2,Droit,14.87,14.09,13.06,14.43,18.38,0.35,0,0.999,14.08
ETU00347,L1,Informatique,10.54,16.74,17.83,16.95,11.88,0.22,1,0.526,11.83
ETU00348,M2,Ingénierie,11.47,16.7,17.72,18.35,15.94,1.65,5,0.531,12.95
ETU00349,L2,Ingénierie,8.54,6.85,4.62,4.48,5.48,-2.37,0,0.527,7.58
ETU00350,L1,Ingénierie,17.12,11.24,11.31,11.19,29.56,-0.05,2,0.731,13.54
ETU00351,L3,Ingénierie,14.65,5.54,7.04,9.05,13.64,3.51,2,0.892,14.14
ETU00352,L1,Ingénierie,16.72,13.86,16.26,18.92,16.35,5.06,1,0.547,14.28
ETU00353,L2,Médecine,10.13,8.39,9.68,6.46,31.84,-1.93,0,0.844,8.72
ETU00354,L1,Informatique,18.94,18.02,15.95,15.87,31.75,-2.16,2,0.586,14.32
ETU00355,L1,Médecine,10.64,13.66,12.27,12.11,27.58,-1.54,2,0.516,9.91
ETU00356,L1,Informatique,10.6,10.61,10.29,12.33,1.05,1.72,0,0.798,9.72
ETU00357,M2,Informatique,18.49,15.24,17.54,15.66,31.72,0.42,4,0.797,13.08
ETU00358,L1,Médecine,14.52,7.9,7.19,3.01,6.61,-4.89,0,0.642,11.7
ETU00359,L2,Ingénierie,18.13,6.28,8.07,9.6,15.34,3.32,2,0.661,13.04
ETU00360,L1,Gestion,14.1,6.22,5.49,7.23,31.6,1.01,5,0.677,9.62
ETU00361,L1,Informatique,9.2,13.16,14.16,11.78,3.33,-1.38,2,0.965,9.71
ETU00362,L1,Droit,11.08,17.44,16.23,16.35,4.66,-1.1,4,0.933,12.62
ETU00363,L1,Gestion,17.17,8.12,8.03,10.62,20.16,2.5,2,0.764,10.96
ETU00364,L1,Ingénierie,12.36,15.64,14.14,12.83,16.37,-2.81,3,0.982,11.93
ETU00365,L3,Informatique,15.22,5.53,7.89,8.34,13.64,2.82,4,0.791,11.42
ETU00366,L2,Ingénierie,8.16,9.95,9.1,10.17,28.34,0.22,2,0.551,7.83
ETU00367,L1,Gestion,11.2,14.15,12.03,10.19,31.31,-3.96,3,0.744,9.3
ETU00368,L2,Gestion,16.91,16.57,14.33,13.78,34.7,-2.79,2,0.947,13.05
ETU00369,L3,Médecine,18.23,18.2,18.28,16.04,4.3,-2.16,1,0.831,17.12
ETU00370,L3,Ingénierie,10.22,13.86,13.37,13.42,23.67,-0.43,4,0.976,10.93
ETU00371,L1,Droit,8.24,11.48,12.65,11.76,30.5,0.29,2,0.765,7.32
ETU00372,M2,Droit,6.3,5.85,5.7,6.31,8.42,0.46,0,0.956,7.93
ETU00373,L2,Médecine,7.66,8.86,10.81,12.06,16.8,3.2,1,0.883,9.8
ETU00374,L2,Médecine,16.86,17.92,17.55,19.93,0.25,2.0,4,0.911,16.33
ETU00375,L3,Médecine,11.92,13.16,14.9,18.7,4.71,5.54,3,0.996,15.1
ETU00376,L2,Informatique,9.79,9.8,8.57,9.18,4.39,-0.62,3,0.651,9.6
ETU00377,M1,Ingénierie,16.08,8.48,6.43,6.25,24.76,-2.23,2,0.814,11.32
ETU00378,M2,Informatique,16.31,6.59,5.56,5.29,21.78,-1.3,1,0.628,11.22
ETU00379,M2,Gestion,10.71,15.52,14.03,12.88,1.35,-2.64,0,0.927,12.94
ETU00380,L2,Médecine,17.72,10.77,9.11,10.08,20.85,-0.69,1,0.793,12.54
ETU00381,L1,Gestion,12.02,18.11,18.93,18.49,2.38,0.38,5,0.588,13.09
ETU00382,L1,Droit,9.4,11.36,11.17,12.24,7.08,0.88,5,0.711,11.33
ETU00383,L2,Informatique,17.7,16.46,16.87,15.77,31.55,-0.69,0,0.591,15.94
ETU00384,M1,Ingénierie,7.99,6.82,7.81,7.42,15.65,0.59,5,0.729,9.3
ETU00385,L3,Gestion,18.95,7.11,4.78,5.73,27.35,-1.38,4,0.539,11.93
ETU00386,L2,Informatique,13.97,8.82,9.88,9.99,11.0,1.17,0,0.983,9.57
ETU00387,L1,Informatique,17.9,7.68,6.07,3.49,3.88,-4.19,2,0.798,11.8
ETU00388,L3,Informatique,8.32,18.67,18.01,18.29,31.09,-0.39,1,0.995,11.62
ETU00389,M2,Médecine,11.06,16.31,13.68,12.77,5.73,-3.54,4,0.587,13.13
ETU00390,M1,Informatique,17.35,9.88,11.06,13.13,12.24,3.25,4,0.692,14.73
ETU00391,L2,Droit,16.88,12.28,9.94,11.7,24.54,-0.58,1,0.966,13.57
ETU00392,L3,Médecine,17.33,12.47,10.87,7.74,20.71,-4.72,4,0.846,9.88
ETU00393,L3,Gestion,9.65,13.5,12.01,13.51,32.48,0.01,1,0.535,9.21
ETU00394,M2,Médecine,14.03,6.45,6.46,7.34,34.57,0.89,2,0.942,9.28
ETU00395,L2,Gestion,11.06,9.89,9.85,7.92,5.13,-1.96,0,0.594,9.78
ETU00396,L2,Droit,10.17,6.2,7.62,9.24,7.93,3.04,5,0.631,9.38
ETU00397,L3,Informatique,12.76,17.87,17.91,16.29,22.37,-1.58,1,0.866,15.06
ETU00398,L1,Informatique,15.3,10.65,12.3,14.32,5.14,3.67,5,0.855,14.1
ETU00399,M2,Informatique,12.74,15.18,15.95,15.28,18.98,0.1,5,0.83,11.45
ETU00400,L2,Informatique,9.0,17.89,16.67,14.7,13.05,-3.2,0,0.503,10.61
ETU00401,M2,Gestion,16.5,9.33,8.53,12.01,31.08,2.68,0,0.625,11.14
ETU00402,L3,Gestion,18.71,6.23,8.7,6.68,32.13,0.45,0,0.672,11.87
ETU00403,M1,Gestion,10.72,9.71,11.75,10.84,9.06,1.13,5,0.7,11.34
ETU00404,M1,Informatique,17.04,14.39,15.83,15.22,3.35,0.82,0,0.537,16.22
ETU00405,M1,Médecine,17.23,12.0,13.63,13.25,34.69,1.25,3,0.838,12.8
ETU00406,M1,Ingénierie,9.39,6.05,6.95,8.3,5.25,2.25,5,0.946,8.64
ETU00407,M1,Médecine,15.17,5.98,6.69,7.07,6.07,1.09,1,0.995,13.07
ETU00408,L2,Informatique,18.2,14.79,15.07,16.87,8.83,2.08,3,0.899,13.65
ETU00409,L1,Médecine,15.62,15.31,18.06,18.92,11.93,3.61,0,0.601,15.96
ETU00410,M2,Gestion,6.39,6.53,6.04,3.83,5.17,-2.71,5,0.756,7.17
ETU00411,M2,Gestion,13.86,16.13,16.69,17.81,11.28,1.69,3,0.958,13.62
ETU00412,L2,Médecine,16.12,9.84,7.48,8.13,0.77,-1.71,4,0.533,11.94
ETU00413,L1,Gestion,14.04,5.95,4.01,3.37,28.03,-2.58,1,0.614,9.44
ETU00414,M2,Ingénierie,6.37,9.67,12.6,16.01,9.22,6.33,4,0.632,9.28
ETU00415,L1,Ingénierie,7.56,15.23,16.35,17.56,28.62,2.34,3,0.805,9.91
ETU00416,L1,Médecine,16.42,14.18,14.06,15.77,22.64,1.59,0,0.976,13.24
ETU00417,M2,Droit,12.34,11.74,12.06,13.82,16.82,2.08,3,0.741,13.87
ETU00418,M1,Gestion,18.45,8.92,7.08,6.75,34.03,-2.17,0,0.782,11.3
ETU00419,M1,Médecine,11.39,10.85,10.41,11.66,13.53,0.81,4,0.82,10.88
ETU00420,M1,Droit,16.68,10.34,8.36,9.13,6.24,-1.21,5,0.926,13.23
ETU00421,M1,Médecine,6.46,10.46,10.22,9.68,20.21,-0.78,5,0.643,7.65
ETU00422,L3,Informatique,16.93,11.86,13.08,11.54,4.91,-0.31,2,0.813,13.75
ETU00423,M1,Gestion,17.17,11.37,12.25,12.59,9.69,1.22,5,0.963,14.14
ETU00424,M1,Informatique,10.71,6.43,9.02,10.2,31.77,3.76,5,0.969,8.03
ETU00425,L2,Droit,10.02,9.06,9.7,10.03,31.23,0.97,2,0.691,7.32
ETU00426,L3,Médecine,17.83,6.81,3.29,3.32,16.3,-3.49,1,0.556,9.96
ETU00427,L2,Informatique,16.11,13.43,16.56,16.9,16.74,3.47,1,0.962,16.61
ETU00428,M1,Ingénierie,13.77,10.92,9.86,9.73,19.84,-1.19,3,0.96,10.41
ETU00429,L1,Ingénierie,11.67,14.41,14.85,17.47,2.95,3.07,2,0.549,13.14
ETU00430,M2,Gestion,17.86,6.23,6.58,7.28,8.86,1.06,3,0.541,10.44
ETU00431,L2,Informatique,15.71,9.83,10.39,9.96,20.3,0.13,5,0.593,13.43
ETU00432,L1,Médecine,11.42,7.52,7.8,5.38,11.24,-2.14,0,0.823,8.95
ETU00433,L1,Médecine,12.46,6.29,6.59,6.59,7.47,0.3,1,0.651,9.26
ETU00434,L3,Médecine,7.28,15.83,14.05,13.48,22.66,-2.35,3,0.62,9.6
ETU00435,L2,Informatique,16.54,6.83,10.91,10.29,19.83,3.46,4,0.9,15.2
ETU00436,M1,Droit,16.94,7.45,8.63,10.34,11.45,2.89,5,0.622,12.85
ETU00437,L3,Gestion,10.62,10.13,10.41,10.83,32.81,0.7,5,0.98,9.3
ETU00438,L2,Gestion,10.03,9.1,12.06,9.84,27.22,0.74,2,0.719,6.08
ETU00439,L2,Droit,9.28,17.88,16.47,17.7,20.86,-0.18,3,0.711,13.45
ETU00440,L2,Ingénierie,8.25,18.84,20.0,18.27,7.33,-0.57,2,0.972,11.61
ETU00441,M1,Informatique,18.32,10.91,10.28,11.62,22.68,0.71,0,0.56,12.47
ETU00442,L1,Gestion,15.87,7.82,8.62,8.21,24.07,0.39,4,0.557,10.27
ETU00443,M2,Gestion,11.63,11.97,12.81,13.24,20.34,1.27,4,0.717,12.93
ETU00444,L2,Gestion,7.43,11.94,8.63,8.9,22.33,-3.04,4,0.794,8.02
ETU00445,L1,Ingénierie,7.81,11.52,9.58,9.65,5.68,-1.87,2,0.754,7.24
ETU00446,M1,Informatique,15.23,5.28,7.86,8.48,11.72,3.19,4,0.977,10.85
ETU00447,M1,Informatique,8.64,6.8,6.62,7.04,31.18,0.24,1,0.997,6.61
ETU00448,M1,Médecine,10.52,6.97,10.18,13.28,4.8,6.31,2,0.52,11.12
ETU00449,L2,Gestion,18.44,9.92,12.09,12.73,20.64,2.8,1,0.583,13.44
ETU00450,L1,Ingénierie,13.56,13.13,13.0,13.67,31.42,0.54,2,0.777,10.06
ETU00451,M2,Droit,16.51,17.29,17.03,16.26,0.5,-1.03,5,0.975,15.03
ETU00452,L3,Informatique,7.35,8.13,10.8,11.67,33.85,3.54,2,0.64,8.27
ETU00453,L3,Droit,10.3,15.8,19.15,17.92,30.92,2.12,4,0.684,10.62
ETU00454,L2,Informatique,17.64,8.17,7.94,9.96,25.03,1.8,5,0.616,9.74
ETU00455,M1,Droit,16.54,5.46,7.96,6.04,24.82,0.58,0,0.984,11.41
ETU00456,M2,Ingénierie,15.4,14.1,15.84,14.88,30.37,0.78,5,0.577,12.85
ETU00457,M1,Droit,13.64,8.0,10.01,7.86,5.98,-0.14,0,0.782,10.89
ETU00458,M1,Médecine,9.5,17.88,18.23,19.16,24.5,1.28,3,0.511,13.18
ETU00459,M1,Gestion,13.61,18.07,17.26,16.92,12.02,-1.14,2,0.801,11.61
ETU00460,L1,Ingénierie,6.66,6.47,5.09,6.42,30.65,-0.05,1,0.696,6.54
ETU00461,L3,Droit,8.63,7.73,5.97,4.81,18.67,-2.92,3,0.783,8.22
ETU00462,L2,Médecine,12.74,7.95,11.01,12.11,26.8,4.16,5,0.54,10.5
ETU00463,L3,Médecine,6.03,17.76,17.98,19.15,5.85,1.39,0,0.546,9.83
ETU00464,M2,Médecine,9.02,6.09,4.58,5.19,8.47,-0.9,1,0.546,7.03
ETU00465,M2,Ingénierie,7.98,15.52,17.22,17.57,29.34,2.05,3,0.918,10.41
ETU00466,L3,Droit,10.49,9.03,8.51,9.02,13.83,-0.01,0,0.862,7.78
ETU00467,L1,Informatique,17.16,13.15,12.38,11.31,18.47,-1.84,1,0.564,13.85
ETU00468,L2,Gestion,18.32,7.48,10.78,9.47,25.39,1.99,2,0.658,12.76
ETU00469,M1,Gestion,8.15,16.29,14.5,15.61,5.94,-0.68,2,0.718,10.38
ETU00470,L3,Droit,9.0,14.39,14.94,14.69,10.59,0.3,4,0.549,12.21
ETU00471,L3,Informatique,17.01,5.3,4.61,5.59,11.4,0.29,2,0.92,10.43
ETU00472,L2,Gestion,8.24,8.32,7.39,10.02,32.08,1.7,0,0.681,9.97
ETU00473,M2,Médecine,15.64,11.53,9.53,9.15,4.82,-2.38,3,0.835,11.9
ETU00474,M2,Droit,7.11,12.44,12.73,12.13,13.0,-0.31,1,0.821,8.35
ETU00475,M1,Gestion,14.43,16.58,15.47,15.28,33.58,-1.3,0,0.957,12.05
ETU00476,M2,Droit,9.45,10.42,11.5,11.86,29.22,1.45,4,0.871,9.6
ETU00477,L1,Informatique,15.74,17.98,18.11,19.33,23.47,1.35,2,0.517,13.73
ETU00478,L1,Informatique,12.75,7.71,7.45,7.7,19.21,-0.01,3,0.578,10.02
ETU00479,M1,Médecine,8.33,17.01,15.91,19.32,29.36,2.32,3,0.722,10.86
ETU00480,M1,Médecine,11.23,17.66,20.0,20.0,33.12,2.34,0,0.547,12.77
ETU00481,L2,Médecine,12.69,13.77,15.08,16.55,32.34,2.77,4,0.696,12.18
ETU00482,M2,Gestion,18.95,18.55,17.72,17.97,22.37,-0.58,1,0.989,17.41
ETU00483,M1,Gestion,12.24,10.75,8.91,10.73,25.48,-0.02,4,0.603,9.63
ETU00484,L2,Ingénierie,7.97,14.79,12.16,12.15,27.14,-2.64,4,0.852,9.55
ETU00485,M1,Médecine,13.22,5.14,7.05,6.38,28.33,1.24,0,0.63,10.04
ETU00486,M2,Informatique,8.86,8.85,10.41,12.07,25.66,3.22,0,0.517,7.95
ETU00487,M1,Ingénierie,17.43,12.93,14.7,14.91,6.3,1.98,5,0.549,15.18
ETU00488,L3,Droit,16.84,17.26,17.28,17.95,26.59,0.69,0,0.552,16.1
ETU00489,M2,Gestion,7.67,18.34,19.75,20.0,13.66,1.66,1,0.65,13.48
ETU00490,L2,Gestion,13.65,13.11,14.85,15.36,6.99,2.25,5,0.98,11.73
ETU00491,M2,Droit,15.05,16.98,17.08,17.15,3.59,0.17,0,0.81,13.62
ETU00492,M2,Informatique,9.27,16.19,15.85,15.35,8.41,-0.84,3,0.561,11.53
ETU00493,L2,Informatique,14.14,15.83,14.57,16.46,17.77,0.63,2,0.535,13.31
ETU00494,M1,Droit,12.01,6.56,7.4,7.19,8.64,0.63,2,0.985,9.77
ETU00495,M2,Ingénierie,12.27,11.7,12.74,12.96,23.31,1.26,0,0.586,11.09
ETU00496,L2,Droit,13.17,11.81,11.4,12.13,33.75,0.32,3,0.635,11.32
ETU00497,M1,Ingénierie,13.41,16.02,15.79,16.52,1.54,0.49,2,0.921,10.73
ETU00498,L3,Médecine,15.23,13.21,13.08,14.9,4.57,1.69,4,0.777,14.35
ETU00499,L3,Ingénierie,11.88,16.48,17.86,18.06,8.65,1.58,4,0.613,15.14
ETU00500,M1,Informatique,15.39,18.39,16.53,18.89,28.15,0.5,2,0.832,13.83
ETU00501,L3,Ingénierie,12.32,12.77,11.31,11.23,9.49,-1.53,0,0.686,11.78
ETU00502,M1,Ingénierie,14.62,16.08,14.66,15.51,6.7,-0.57,3,0.791,15.79
ETU00503,M2,Ingénierie,9.42,12.85,12.83,12.85,5.35,0.0,2,0.548,10.84
ETU00504,L2,Informatique,13.04,13.76,14.43,17.87,5.25,4.11,4,0.94,13.72
ETU00505,L1,Gestion,12.08,11.66,10.26,10.03,25.19,-1.63,4,0.798,12.53
ETU00506,M1,Droit,9.93,18.43,20.0,19.91,24.78,1.47,1,0.502,15.4
ETU00507,M2,Médecine,6.81,16.45,18.84,19.31,10.89,2.87,0,0.78,10.48
ETU00508,M2,Médecine,12.63,15.53,16.35,16.25,15.73,0.72,2,0.681,12.54
ETU00509,L3,Ingénierie,6.13,9.61,11.5,12.27,21.99,2.66,5,0.953,9.35
ETU00510,M2,Informatique,11.07,11.8,10.62,12.77,34.13,0.97,1,0.569,10.94
ETU00511,M2,Gestion,10.82,17.08,15.94,16.46,26.01,-0.62,2,0.667,12.89
ETU00512,L2,Informatique,14.24,18.11,19.08,19.66,28.11,1.55,4,0.882,11.17
ETU00513,L1,Droit,18.84,18.97,19.11,19.06,34.22,0.1,4,0.613,13.66
ETU00514,M2,Gestion,17.15,15.28,14.14,13.68,13.34,-1.6,4,0.657,16.28
ETU00515,L1,Médecine,18.68,15.23,17.57,18.01,2.42,2.78,5,0.886,17.16
ETU00516,L1,Gestion,18.36,6.31,6.96,7.27,26.14,0.96,4,0.856,12.14
ETU00517,L2,Gestion,6.96,15.52,16.77,18.83,4.24,3.31,0,0.68,10.14
ETU00518,M1,Gestion,9.67,9.85,9.04,7.9,15.35,-1.95,2,0.734,8.58
ETU00519,M1,Médecine,9.86,17.1,19.82,20.0,25.84,2.9,4,0.776,13.32
ETU00520,L2,Ingénierie,6.92,5.16,5.12,5.2,19.54,0.05,3,0.944,4.84
ETU00521,M1,Informatique,17.01,18.08,19.81,20.0,12.85,1.92,0,0.831,15.47
ETU00522,M2,Informatique,17.64,11.77,11.1,9.8,18.0,-1.97,4,0.796,13.38
ETU00523,L1,Ingénierie,13.86,6.79,7.24,8.39,8.58,1.6,1,0.905,11.5
ETU00524,M2,Ingénierie,17.58,13.41,14.45,13.31,2.59,-0.1,1,0.652,14.05
ETU00525,M1,Ingénierie,15.29,14.69,17.88,18.74,14.44,4.05,5,0.722,15.77
ETU00526,M2,Ingénierie,11.73,15.92,15.46,16.17,2.04,0.25,5,0.843,13.92
ETU00527,L1,Gestion,7.95,14.83,15.33,15.14,34.29,0.32,0,0.702,8.11
ETU00528,L2,Informatique,18.46,12.75,13.84,11.04,15.67,-1.71,2,0.74,16.04
ETU00529,L2,Médecine,15.0,6.15,4.22,7.77,30.88,1.62,1,0.58,11.49
ETU00530,M1,Médecine,10.6,17.08,14.02,12.74,33.31,-4.34,3,0.805,11.02
ETU00531,M1,Ingénierie,7.67,18.77,17.47,18.18,15.73,-0.58,4,0.82,11.34
ETU00532,L2,Ingénierie,16.39,15.89,17.54,16.75,14.71,0.86,4,0.928,15.72
ETU00533,L2,Ingénierie,16.43,5.49,8.26,10.13,31.27,4.65,0,0.543,12.25
ETU00534,L3,Gestion,13.06,15.58,14.4,14.13,1.21,-1.45,4,0.95,12.59
ETU00535,L1,Gestion,19.0,8.77,7.15,6.32,17.05,-2.45,0,0.543,14.42
ETU00536,M2,Droit,11.02,18.47,20.0,20.0,9.4,1.53,3,0.873,11.25
ETU00537,M2,Gestion,18.25,5.89,5.24,3.63,26.35,-2.26,3,0.795,10.03
ETU00538,M1,Médecine,14.19,6.29,5.93,5.61,29.29,-0.68,2,0.703,10.1
ETU00539,L3,Ingénierie,15.57,7.54,9.93,11.26,21.7,3.72,5,0.962,11.7
ETU00540,M1,Médecine,17.92,15.54,17.69,20.0,14.24,4.46,3,0.728,16.91
ETU00541,L2,Informatique,16.8,14.12,15.72,14.58,19.42,0.46,5,0.512,12.36
ETU00542,L1,Ingénierie,9.75,15.18,12.81,12.2,20.09,-2.98,2,0.76,10.21
ETU00543,L2,Gestion,17.27,9.95,8.27,9.09,22.23,-0.86,2,0.766,13.58
ETU00544,L3,Gestion,13.02,17.31,19.19,16.5,32.28,-0.82,3,0.872,11.34
ETU00545,M2,Droit,6.58,11.25,11.92,14.26,8.72,3.01,1,0.679,9.33
ETU00546,L1,Informatique,14.76,6.88,5.91,4.71,7.06,-2.17,4,0.537,9.58
ETU00547,L2,Médecine,12.5,15.74,15.43,15.07,6.66,-0.67,1,0.675,13.43
ETU00548,L1,Médecine,12.98,12.41,14.28,14.97,24.4,2.56,0,0.801,12.84
ETU00549,L3,Droit,11.35,13.31,15.8,16.18,31.67,2.87,2,0.772,11.92
ETU00550,M2,Gestion,6.83,10.39,10.58,9.44,11.44,-0.95,4,0.923,8.03
ETU00551,L1,Gestion,8.34,14.95,14.12,17.0,14.72,2.05,3,0.635,11.11
ETU00552,L3,Médecine,15.83,5.5,5.28,1.72,33.89,-3.78,0,0.785,9.21
ETU00553,L1,Ingénierie,9.04,11.88,14.09,12.71,5.08,0.83,0,0.988,10.8
ETU00554,L1,Droit,14.16,10.98,13.17,12.51,30.78,1.53,4,0.657,13.52
ETU00555,L3,Ingénierie,13.04,15.45,15.94,14.82,33.57,-0.63,5,0.718,10.74
ETU00556,L3,Droit,8.88,8.72,8.13,10.26,27.98,1.54,1,0.997,9.08
ETU00557,M2,Informatique,9.65,8.27,10.1,7.91,11.77,-0.36,5,0.572,7.9
ETU00558,L2,Ingénierie,10.99,9.48,12.11,14.75,22.88,5.27,2,0.787,13.33
ETU00559,M1,Gestion,17.44,11.73,9.75,9.63,10.2,-2.1,0,0.685,13.23
ETU00560,L1,Médecine,18.24,7.94,7.79,6.05,4.23,-1.89,1,0.523,10.95
ETU00561,L3,Droit,11.03,14.58,16.51,13.66,3.76,-0.92,5,0.88,11.76
ETU00562,M2,Médecine,6.6,9.64,9.95,9.93,0.33,0.29,1,0.599,7.01
ETU00563,L2,Médecine,13.81,10.9,10.37,9.62,34.24,-1.29,5,0.946,9.84
ETU00564,L1,Ingénierie,11.43,12.81,13.28,13.94,22.93,1.13,3,0.709,12.04
ETU00565,L3,Ingénierie,12.4,10.28,11.03,10.66,11.24,0.38,4,0.572,12.62
ETU00566,L1,Gestion,11.75,14.82,13.33,15.06,20.27,0.24,2,0.623,13.2
ETU00567,M1,Informatique,14.51,14.19,14.52,14.61,21.67,0.42,0,0.916,13.04
ETU00568,L2,Médecine,9.96,15.6,16.35,16.01,6.4,0.42,2,0.687,12.83
ETU00569,M1,Gestion,17.6,12.32,11.79,13.55,10.11,1.22,5,0.628,14.85
